created_at;id_str;full_text;quote_count;reply_count;retweet_count;favorite_count;lang;user_id_str;conversation_id_str;username;tweet_url
Mon Mar 27 23:52:59 +0000 2023;1640502207140470784;"#じゃがりこロゴ変";0;0;0;0;qht;607997797;1640502207140470784;iphone_kahi;https://twitter.com/iphone_kahi/status/1640502207140470784
Mon Mar 27 23:52:58 +0000 2023;1640502200635101184;"iPhoneの整備済み製品が買えるようになってる…！ https://t.co/6zhSrymjUG";0;0;0;1;ja;1376207082303590402;1640502200635101184;ppdwp;https://twitter.com/ppdwp/status/1640502200635101184
Mon Mar 27 23:52:56 +0000 2023;1640502191189561344;"スマートフォン本体 人気  ■ Apple iPhone 14 128GB パープル - SIMフリー 5G対応 1083 https://t.co/blND4sCBhJ";0;0;0;0;ja;1361769986176389122;1640502191189561344;hcsfiFEoRkMwS3D;https://twitter.com/hcsfiFEoRkMwS3D/status/1640502191189561344
Mon Mar 27 23:52:54 +0000 2023;1640502186227687425;"iPhoneの脱獄やAndroid端末のrootなど記事に書いたりしています。https://t.co/536LEe8GnE";0;0;0;0;ja;990785989;1640502186227687425;iNEXTROID;https://twitter.com/iNEXTROID/status/1640502186227687425
Mon Mar 27 23:52:54 +0000 2023;1640502185531174913;"Así se consigue un iPhone 14 PRO MAX CRJ";0;0;1;0;es;823129604168810496;1640502185531174913;Nedirsam;https://twitter.com/Nedirsam/status/1640502185531174913
Mon Mar 27 23:52:54 +0000 2023;1640502184591904768;"iPhoneアップデートした！！ 🩷増えたあ🥰✨ めちゃくちゃ嬉しい🩷";0;0;0;6;ja;1120354680800854016;1640502184591904768;Snow_39disk;https://twitter.com/Snow_39disk/status/1640502184591904768
Mon Mar 27 23:52:53 +0000 2023;1640502178870890498;"@nyankorisu0202 良いイラストですねー✨ やはりAndroidはアプリアイコン下に設定できるの良いですね🥳 iPhoneは上に寄っちゃうのでアイコン増やすと顔が見えなくなっちゃうんですよね😭 https://t.co/yVTz44xdbh";0;1;0;1;ja;567983733;1640489734769180673;miren_imas;https://twitter.com/miren_imas/status/1640502178870890498
Mon Mar 27 23:52:52 +0000 2023;1640502176035352577;"That yellow iphone commercial makes me irrationally angry";0;0;0;0;en;620427444;1640502176035352577;worldmeetjay;https://twitter.com/worldmeetjay/status/1640502176035352577
Mon Mar 27 23:52:47 +0000 2023;1640502156347473920;"iPhone新しいのに変えようか迷う";0;1;0;2;ja;130680547;1640502156347473920;saikofall;https://twitter.com/saikofall/status/1640502156347473920
Mon Mar 27 23:52:44 +0000 2023;1640502144477581312;"写真撮るの好きだからカメラ欲しいけどインスタントとかフィルムじゃないちゃんとした一眼欲しい！でも結局iPhoneの無機質なシンプルな感じ、画質、色合いが1番好き";0;0;0;1;ja;842257920427409408;1640502144477581312;_020104_;https://twitter.com/_020104_/status/1640502144477581312
Mon Mar 27 23:52:44 +0000 2023;1640502141881139201;"@en__he @142M___ إ إن شاء الله افوز بال iPhone";0;0;0;1;ar;1506812072566349825;1640501421052162052;bdalzyz67196730;https://twitter.com/bdalzyz67196730/status/1640502141881139201
Mon Mar 27 23:52:39 +0000 2023;1640502123208253441;"モイ！iPhoneからキャス配信中 -人生楽しんだもん勝ち！ #雑談 https://t.co/e7CukxDona";0;0;0;2;ja;3022333554;1640502123208253441;nike_kiko;https://twitter.com/nike_kiko/status/1640502123208253441
Mon Mar 27 23:52:34 +0000 2023;1640502101750194177;"弊社！頼むからiPhone探す機能を使わせてくれ！";0;0;0;0;ja;122981329;1640502101750194177;kyokusamaVer2;https://twitter.com/kyokusamaVer2/status/1640502101750194177
Mon Mar 27 23:52:34 +0000 2023;1640502101653565440;"iPhone Hediye kabul edilir";0;0;0;0;tr;1603445813480505355;1640502101653565440;kocermend31;https://twitter.com/kocermend31/status/1640502101653565440
Mon Mar 27 23:52:33 +0000 2023;1640502097044033536;"🔥💯💯% OFF% 🔥 ✅Power Bank 10000mAh with 22.5W PD Fast Charging Powerbank Portable Battery Charger For iPhone 14 13 12 Pro Max Xiaomi  ✅Original price: USD 63.98 ✅Now price: USD 31.99 🛒 https://t.co/hJA5OBXRV2 #powerbank #Battery #charger #AliExpress https://t.co/fgIFrCnsHz";0;0;0;0;en;223112560;1640502097044033536;ServiceProved;https://twitter.com/ServiceProved/status/1640502097044033536
Mon Mar 27 23:52:30 +0000 2023;1640502082435272705;"@DrBrunoGino E vai cobrar a consulta,né... Socialista de iPhone....";0;0;0;0;pt;1590339543156367365;1640154785377550337;laerciotreviza2;https://twitter.com/laerciotreviza2/status/1640502082435272705
Mon Mar 27 23:52:29 +0000 2023;1640502080770064386;"iPhone 15 Pro - this CHANGES iPhone FOREVER! https://t.co/au07QgTkEt via @YouTube";0;0;0;0;en;184966200;1640502080770064386;CommS007;https://twitter.com/CommS007/status/1640502080770064386
Mon Mar 27 23:52:09 +0000 2023;1640501996317990913;"企画のきっかけはスリーマッチパズルとRPGを融合させ、2011年CEDEC AWARDSゲームデザイン部門にノミネートされた『DungeonRaid』というiPhone向けパズルゲームである。";0;0;0;0;ja;2985789457;1640501996317990913;gungho_pad2012;https://twitter.com/gungho_pad2012/status/1640501996317990913
Mon Mar 27 23:52:05 +0000 2023;1640501978018250753;"いい加減、iPhone買い替えかバッテリー交換したい(＞人＜ )  バッテリーがザルの様に減ってく(笑)しかし❗️１％になってから半日もつのが凄い‼️この子、なかなかやるな(； ･`д･´)ﾔﾙﾅ";0;0;0;4;ja;1373156980655755268;1640501978018250753;002_shige_k;https://twitter.com/002_shige_k/status/1640501978018250753
Mon Mar 27 23:52:04 +0000 2023;1640501975627501568;"そろそろ満開🌸？ 最近iPhoneで綺麗に撮れるように TikTokで勉強してたの 勉強しがいあった  バッチリ👌 https://t.co/a0oFGhfnmZ";0;0;0;2;ja;1316617536197206016;1640501975627501568;pi_chan_youya;https://twitter.com/pi_chan_youya/status/1640501975627501568
Mon Mar 27 23:52:03 +0000 2023;1640501968681717760;"われのiPhoneすとれーじおかしい 昨日SDカードに移行するやつ買ったので早く移行しよ  #iPhone  #写真 https://t.co/Z7KF6nw8As";0;0;0;8;ja;1470361684531638273;1640501968681717760;titohuna4012;https://twitter.com/titohuna4012/status/1640501968681717760
Mon Mar 27 23:52:01 +0000 2023;1640501962813612032;"O iOS 16.4 é a mais nova versão do sistema do iPhone que já está disponível para todos os usuários. Que tal conhecer todas as suas novidades?";0;1;0;1;pt;1245047930899267585;1640501962813612032;juliomeesquita;https://twitter.com/juliomeesquita/status/1640501962813612032
Mon Mar 27 23:52:01 +0000 2023;1640501962809683968;"モイ！iPhoneからキャス配信中 - https://t.co/DH5Xp7PTQR";0;0;0;0;ja;2332679676;1640501962809683968;Kuro__0106;https://twitter.com/Kuro__0106/status/1640501962809683968
Mon Mar 27 23:51:59 +0000 2023;1640501952185507841;"@gamer1_shin iPhoneお願いします🥺";0;0;0;0;ja;1576447334283907072;1639099196623183872;6_hdh6;https://twitter.com/6_hdh6/status/1640501952185507841
Mon Mar 27 23:51:57 +0000 2023;1640501944367341571;"iOS 16.4 is OUT! Here's EVERYTHING New for iPhone &amp  iPad!  AppleInsider https://t.co/8L3Gwf1pCR";0;0;0;0;en;39723206;1640501944367341571;taknom;https://twitter.com/taknom/status/1640501944367341571
Mon Mar 27 23:51:55 +0000 2023;1640501935064113152;"@joseeroma_ folklore es gris pero en iphone no esta ek corazon gris todavia 🙁";0;0;0;0;es;1569845150414774273;1640401941741158401;luaagodoy;https://twitter.com/luaagodoy/status/1640501935064113152
Mon Mar 27 23:51:52 +0000 2023;1640501923198689280;"@kitope_chan こんなやばいやつなの知れてよかったよ〜 しかも昨日電話で問いただしたら、無言になったあと違うの一点張りやしiPhone見てない言うけど信用してないし絶対本人www 全部スクショしてあるから見てほしいww";0;1;0;0;ja;1640196684767698945;1640303751675383808;unkoro_suke;https://twitter.com/unkoro_suke/status/1640501923198689280
Mon Mar 27 23:51:49 +0000 2023;1640501913564360706;"#ゆっくり対戦 で さんのチームに勝利しました！ iPhone : https://t.co/ZQhUWCSXvT Android : https://t.co/C3hXQVS7Pb #ゆっくり育てていってね";0;0;0;0;ja;798523739914674176;1640501913564360706;ayako19841115;https://twitter.com/ayako19841115/status/1640501913564360706
Mon Mar 27 23:51:49 +0000 2023;1640501912641458176;"perdi la batalla voy a ser team iphone";0;2;0;4;it;3232239232;1640501912641458176;Vegamauro__;https://twitter.com/Vegamauro__/status/1640501912641458176
Mon Mar 27 23:51:43 +0000 2023;1640501885533577217;"Allah herkese iphone 14 pro max, 2+1 ev, son model araba, bebeği gibi seven manita ve ekonomik özgürlük versin, gerisi bi şekilde halledilir.";0;2;0;6;tr;1205552369385246720;1640501885533577217;mardinlysnbyr;https://twitter.com/mardinlysnbyr/status/1640501885533577217
Mon Mar 27 23:51:42 +0000 2023;1640501881150513152;"@iphone_kahi 残念ながら落選となりました😭 明日もチャレンジできます👍これからも #ドミノピザ をよろしくお願いします🍕 https://t.co/if8Ilj0V2r";0;0;0;0;ja;119710810;1640501881150513152;dominos_JP;https://twitter.com/dominos_JP/status/1640501881150513152
Mon Mar 27 23:51:41 +0000 2023;1640501878910857218;"não, não tenho iphone";0;0;0;1;pt;878689792350978053;1640501878910857218;WellingtonbRms;https://twitter.com/WellingtonbRms/status/1640501878910857218
Mon Mar 27 23:51:37 +0000 2023;1640501863576477697;"@catiesmeow Iphone 14 :p";0;0;0;2;en;1511432297844822026;1640433737015099397;shize_qwq;https://twitter.com/shize_qwq/status/1640501863576477697
Mon Mar 27 23:51:35 +0000 2023;1640501855124897794;"ifc大宮門街店です♪  iPhone即日修理！大宮門街WEST4F  iPhone修理価格 https://t.co/OGVwzGejDL #iPhone買取 #iPhone修理  #ifc大宮門街店";0;0;0;0;ja;1519848621789036544;1640501855124897794;ifciPhone2;https://twitter.com/ifciPhone2/status/1640501855124897794
Mon Mar 27 23:51:35 +0000 2023;1640501854814740481;"XperiaのメモリーはiPhoneの倍あるよ";0;0;0;0;ja;996610783982239745;1640501854814740481;XperiaB0T;https://twitter.com/XperiaB0T/status/1640501854814740481
Mon Mar 27 23:51:33 +0000 2023;1640501846342082561;"おはようございます☆〜（ゝ。∂） 今日もよろしくです🙇‍♂️ 冷たい雨です☂️  AppleがiPhone用アップデート「iOS 16.4 ソフトウェア・アップデート」の配布を開始。このアップデートでは21個の新しい絵文字が導入されiPhoneでのその他の機能向上バグ修正およびセキュリティアップデートby Macお宝鑑定団 https://t.co/MBILNCAcon";0;0;2;21;ja;1047872073110978560;1640501846342082561;shimon06281;https://twitter.com/shimon06281/status/1640501846342082561
Mon Mar 27 23:51:32 +0000 2023;1640501842168909824;"@yucariar 3月は本当にキャンペーンが多いのでMNPオススメです😚  私もiPhone変えたいなぁーと思ったんですが、今はもう一括1円の施策が無くなり、実質1円で2年後に返却しなくちゃいけないので辞めました〜🥶  私返却したくない派なんで😂";0;1;0;0;ja;893691179417575424;1639797663150526464;iooooooo_ma123;https://twitter.com/iooooooo_ma123/status/1640501842168909824
Mon Mar 27 23:51:28 +0000 2023;1640501821885280256;"@Brain_FS how did you screenshot the entire page like this? iPhone?";0;1;0;0;en;45707981;1640219504587472897;arinozdemir;https://twitter.com/arinozdemir/status/1640501821885280256
Mon Mar 27 23:51:25 +0000 2023;1640501812942839809;"@OmaarSantiago Mi iPhone 11 vuela. Mejor que iOS 16.3 aunque me iba estable con algunos bugs";0;0;0;0;es;880448780352585728;1640483593125240832;TheSamurai_79;https://twitter.com/TheSamurai_79/status/1640501812942839809
Mon Mar 27 23:51:18 +0000 2023;1640501781519032321;"8 NEFASTOS AÑOS DE CONDENA le dieron a los violines estos. OCHO. Que burla que es la justicia de este país de mierda.  Ni hablar de los que andan en la calle con su iphone gold, impunes.";0;0;2;28;es;735351763281252352;1640501781519032321;Rastone_Gisse;https://twitter.com/Rastone_Gisse/status/1640501781519032321
Mon Mar 27 23:51:16 +0000 2023;1640501774992785410;"Yo propongo que no usen el corazón rosa hasta que salga en iPhone porque ese signo de interrogación me tiene hartica 😡";0;4;1;77;es;859123126474493952;1640501774992785410;Carlieeleblanc;https://twitter.com/Carlieeleblanc/status/1640501774992785410
Mon Mar 27 23:51:15 +0000 2023;1640501768718274562;"@rayamurni @beacukaiRI @Gokusen77711126 Bener. Pertanyaan TS tentang Iphone gak di respon. Malah yg lain yang ditanggapi. Gak tau mau jawab apa sepertinya. 😂😂";0;1;0;0;in;69219380;1635204502474334208;Xfaxtor_ID;https://twitter.com/Xfaxtor_ID/status/1640501768718274562
Mon Mar 27 23:51:12 +0000 2023;1640501756361601032;"@jskyulia por favor moço me contrata quero comprar um iphone";0;0;0;0;pt;864906737136041985;1640497206028320768;schikska;https://twitter.com/schikska/status/1640501756361601032
Mon Mar 27 23:51:07 +0000 2023;1640501735570456577;"اللي لسا ما فاز معي SAR 350٬000 هذي الف مبروك ل 150 من متابعيني فقط  سحب سريع  ( Apple iPhone 14 Pro) تابع الحساب @dlal_tlal  رتويت واكتب تم  ارسل اسمك ورقم جوالك خاص 📩  السحب بعد 24 ساعة موثق بالفيديو شاركوا وفالكم التوفيق ، جرب حظك يمكن تفوز باذن الله https://t.co/cf8TgkFNeV";0;0;0;0;ar;1634690481211731968;1640501735570456577;MsabqatSyry;https://twitter.com/MsabqatSyry/status/1640501735570456577
Mon Mar 27 23:51:05 +0000 2023;1640501727098191873;"ゆきちゃん、175ポイント。 iPhone、197ポイント。 iPod touch、182ポイント。 ボルドー、184ポイント。 #グッドモーニング #お天気検定 #エンタメ検定 #ことば検定 #ことば検定スマート";0;0;0;0;ja;405586272;1640501727098191873;YukiTa0512;https://twitter.com/YukiTa0512/status/1640501727098191873
Mon Mar 27 23:51:04 +0000 2023;1640501724715597824;"J'ai joué sur la température. Mais bon, relou.   Je crois qu'il faut paramétrer l'iPhone avant la prise de vue.  Merci à moi même 😁";1;0;0;0;fr;1081930958813753344;1640391849444614147;lethalbjj;https://twitter.com/lethalbjj/status/1640501724715597824
Mon Mar 27 23:51:02 +0000 2023;1640501715198771200;"@_JoyMaria_ iPhone 14 pro max 1TB Na 2 plots of land for some areas";0;0;0;0;en;928363443731812352;1640290153548709893;biggi_smalz;https://twitter.com/biggi_smalz/status/1640501715198771200
Mon Mar 27 23:51:00 +0000 2023;1640501706655174657;"Sudoku Puzzle Game for iPhone:By putting in "flick input mode" that enables players to put digits 1 from 9 easily!https://t.co/fwivhrpRr5";0;0;0;0;en;223692562;1640501706655174657;sudokubook;https://twitter.com/sudokubook/status/1640501706655174657
Mon Mar 27 23:50:56 +0000 2023;1640501688447508480;"Peguei num iphone 14 pro hj";0;1;0;1;pt;1269277562783633410;1640501688447508480;oLoFizinho;https://twitter.com/oLoFizinho/status/1640501688447508480
Mon Mar 27 23:50:54 +0000 2023;1640501683041234944;"@tsujirico325da ありがとうございます☺️🌸💕 黄色のiPhone斬新ですよね😂👍🏻 万人受けしない感じが逆に良き🤳💛";0;0;0;1;ja;4606129752;1640333499466145795;ayayanyanyan_z;https://twitter.com/ayayanyanyan_z/status/1640501683041234944
Mon Mar 27 23:50:52 +0000 2023;1640501671439507460;"foi o iphone que eu mais vi na vida (principalmente adolescência), pq era o mais acessivel mas pqp celular horrível";0;1;0;6;pt;998025967;1640501671439507460;erdas42;https://twitter.com/erdas42/status/1640501671439507460
Mon Mar 27 23:50:49 +0000 2023;1640501660077158401;"Arc está chegando ao iPhone, mas ainda não substituirá o Safari, diz CEO   O Arc, um navegador que meu colega David Pierce descreveu como uma tentativa de ser “o sistema operacional da web”, receberá um apli...  https://t.co/VIo81qDdCc";0;0;0;0;pt;1090274084745822208;1640501660077158401;sirax07;https://twitter.com/sirax07/status/1640501660077158401
Mon Mar 27 23:50:37 +0000 2023;1640501610257301505;"В понедельник Apple выпустила iOS 16.4 и iPadOS 16.4 для широкой публики. Обновление включает в себя ряд новых функций для пользователей iPho... #5G #iOS #iOS16 #iPad #iPhone #macOS #macO... https://t.co/TWfkl6EUjl";0;0;0;0;ru;1266700125100965888;1640501610257301505;AppleProNews;https://twitter.com/AppleProNews/status/1640501610257301505
Mon Mar 27 23:50:37 +0000 2023;1640501609368293379;"意外と知らない！？iPhoneの電源ボタン（サイドボタン）の隠し機能 https://t.co/OAL5AXpoTs";0;0;0;0;ja;1476926827755016196;1640501609368293379;oBjusiY08zcJ35H;https://twitter.com/oBjusiY08zcJ35H/status/1640501609368293379
Mon Mar 27 23:50:32 +0000 2023;1640501588174446594;"#ブラスタ :なう(2023/03/28 08:50:21) モイ！iPhone #ツイキャスゲームズ ヒプマイ/ブラスタ/プロセカ/あんスタ/ツイステ/夢100:等を予定   #ツイキャスゲームズ https://t.co/ERYe71Q1QR";0;0;0;0;ja;194680940;1640501588174446594;animekun1129;https://twitter.com/animekun1129/status/1640501588174446594
Mon Mar 27 23:50:31 +0000 2023;1640501582688055296;"I’m all for Apple breaking out Passwords into a separate app but they need to give us the ability to make the master password much more than just the iPhone’s passcode. Our digital lives shouldn’t be protected by just a simple string of digits. Reminder: https://t.co/siu47wbJrk";2;15;12;227;en;7745472;1640501582688055296;JoannaStern;https://twitter.com/JoannaStern/status/1640501582688055296
Mon Mar 27 23:50:27 +0000 2023;1640501566636433409;"eu amo mt meu iphone de botao, ele eh ultrapassadinho mas eh mt melhor que qualquer android que ja tive";1;0;0;0;pt;1463998718307454982;1640501566636433409;morangodemonia;https://twitter.com/morangodemonia/status/1640501566636433409
Mon Mar 27 23:50:26 +0000 2023;1640501563864256513;"スマートフォン 本体  🌈 Apple iPhone SE（第3世代） 64GB ミッドナイト SIMフリー (整備済み品) 2784 https://t.co/NUyiTVdHTo";0;0;0;0;ja;1359158439952416771;1640501563864256513;vQGezWOZ7xGC9P4;https://twitter.com/vQGezWOZ7xGC9P4/status/1640501563864256513
Mon Mar 27 23:50:24 +0000 2023;1640501556473733120;"Como extraño el iPhone 😭😭";0;0;0;0;es;1422524708818505728;1640501556473733120;SalinasGonzaloo;https://twitter.com/SalinasGonzaloo/status/1640501556473733120
Mon Mar 27 23:50:24 +0000 2023;1640501556226457602;"iPhoneアプデしたら水色とグレーのハートの絵文字追加されたー！🩵🩶 これでメンカラ揃ったよね？！  🌺🦊👑🌱🦒🍓🐰🍮✈️👽🐶 💚💙🤍🩵🤎🩷💜💛🖤🩶❤️";0;0;1;5;ja;1421524043375677440;1640501556226457602;daizu_shi;https://twitter.com/daizu_shi/status/1640501556226457602
Mon Mar 27 23:50:22 +0000 2023;1640501547934072832;"O iPhone tá o preço de uma moto, a moto tá o preço de um carro, o carro tá o preço de um apartamento e o apartamento tá o preço de uma coxinha e uma coca na Padaria Real.";0;0;0;0;pt;1210727751151505408;1640501547934072832;castele_sorokba;https://twitter.com/castele_sorokba/status/1640501547934072832
Mon Mar 27 23:50:21 +0000 2023;1640501541907070977;"iPhoneの容量の影響で、ウマ娘を削除しました…💦 今までありがとう😭";0;0;0;4;ja;1529332317462085632;1640501541907070977;AyaP_712;https://twitter.com/AyaP_712/status/1640501541907070977
Mon Mar 27 23:50:17 +0000 2023;1640501524957913088;"@atope_iphone これはぜひ覚えておきます😊";0;0;0;0;ja;977549462204592128;1640458861881749510;hatake_tax;https://twitter.com/hatake_tax/status/1640501524957913088
Mon Mar 27 23:50:17 +0000 2023;1640501524697608195;"Próxima vez que eu for trocar de celular eu vou comprar um iPhone. Simplesmente não dá mais pra viver com áudio estourado.";0;1;0;0;pt;99552292;1640501524697608195;xeella;https://twitter.com/xeella/status/1640501524697608195
Mon Mar 27 23:50:17 +0000 2023;1640501524379095040;"This is awesome! Animators are going to hate it! From iPhone recording to high-quality 3D animation in 1 minute. https://t.co/RTgOf4LXri";0;0;0;4;en;180671341;1640501524379095040;Anh_DOS;https://twitter.com/Anh_DOS/status/1640501524379095040
Mon Mar 27 23:50:17 +0000 2023;1640501524119060480;"@o2bnobx I can feel his discontent through my iPhone.";0;0;0;0;en;3882299718;1640483567372230661;antitrumpy;https://twitter.com/antitrumpy/status/1640501524119060480
Mon Mar 27 23:50:16 +0000 2023;1640501522168528899;"@blessyoursoul25 Cuanto cuesta el ultimo iphone?";0;0;0;0;es;324579425;1640473800952217603;EzeBJRS;https://twitter.com/EzeBJRS/status/1640501522168528899
Mon Mar 27 23:50:15 +0000 2023;1640501518297341952;"@kyun_Ayaka あとはパン粉つけて揚げるだけやね！iPhoneのフライはタルタルソースで🍴";0;0;0;0;ja;3237101606;1640484803773431814;Tarou_Bainiku;https://twitter.com/Tarou_Bainiku/status/1640501518297341952
Mon Mar 27 23:50:13 +0000 2023;1640501507932971008;"tao bonita que tao me intimando a fazer vaquinha pro iPhone 14";0;0;0;0;pt;1378537096965730308;1640501507932971008;gabberprincess;https://twitter.com/gabberprincess/status/1640501507932971008
Mon Mar 27 23:50:09 +0000 2023;1640501492267319299;"@VickerySec At least for a while, I think there will still be giveaways to an AI image.  Take background blur - iPhone Portrait mode does digital blur in post...it looks okay, but you can still tell it ain't the real analog thing from a glass lens.";0;0;0;0;en;2784606398;1640198807853105152;schnumms;https://twitter.com/schnumms/status/1640501492267319299
Mon Mar 27 23:50:07 +0000 2023;1640501482679341056;"Apple iOS 16.4、iPadOS 16.4 更新釋出，各機種韌體 IPSW 版本直接下載點列表  https://t.co/IBopO08dOM";0;0;0;0;zh;20973110;1640501482679341056;Dr_iPhone;https://twitter.com/Dr_iPhone/status/1640501482679341056
Mon Mar 27 23:50:02 +0000 2023;1640501464207618051;"会社近くになるとテンションぶち上げ曲流してくる私のiPhone仕事できるやつ";0;0;0;0;ja;1569292167025401856;1640501464207618051;ao06st;https://twitter.com/ao06st/status/1640501464207618051
Mon Mar 27 23:50:02 +0000 2023;1640501462966108161;"1円(レビュー投稿で） iPhoneケース クリア 透明 iphone13 アイフォン13pro アイフォン13プロ iphone12ケース 12pro  アイフォン11ケース  送料無料 [楽天] https://t.co/Bwy31Qw7r7 #RakutenIchiba https://t.co/WDDz3KevBJ";0;0;0;0;ja;1358941085637111809;1640501462966108161;tokkabouya;https://twitter.com/tokkabouya/status/1640501462966108161
Mon Mar 27 23:50:01 +0000 2023;1640501459807617025;"@ArielSqueff1977 Es terrible!! me da mucha bronca comprar pasajes así, aunque tenga la $ no les quiero regalar más nada. No hay rutas, no hay escuelas, no hay seguridad. Sólo Rolex, LV y Iphone para ellos";0;0;2;6;es;2829174060;1640495967018336259;sangrecordobesa;https://twitter.com/sangrecordobesa/status/1640501459807617025
Mon Mar 27 23:49:59 +0000 2023;1640501451746074625;"@AikhueleHope @DanielRegha Cap A very long Cap  Take it from someone that’s using both iPhone and Samsung👌";0;0;0;0;en;1564265889016446976;1640416974546300929;charlotte_4eva;https://twitter.com/charlotte_4eva/status/1640501451746074625
Mon Mar 27 23:49:56 +0000 2023;1640501436718133248;"iPhoneアプデしたら水色ハートが使えると聞いて早くアプデしなければ🥺";0;0;0;0;ja;1360891033651798018;1640501436718133248;hono__bono_;https://twitter.com/hono__bono_/status/1640501436718133248
Mon Mar 27 23:49:45 +0000 2023;1640501390144573440;"Apple Pay の登録カードの上限枚数を 60枚くらいにしてほしい。  キャンペーンのたびに カードを切り替えるのは かなり面倒だ。  Apple Pay のためだけに、 サブ端末として iPhone や Apple Watch を買おうとは思わない。  #キャッシュレス #ApplePay #iPhone #電子マネー #非接触型決済 #タッチ決済";0;0;0;0;ja;1104589396563582977;1640501390144573440;Credit_Card_M;https://twitter.com/Credit_Card_M/status/1640501390144573440
Mon Mar 27 23:49:43 +0000 2023;1640501382758424576;"おはよー☔️ なんかiPhoneのお天気アプリは曇りになってたのに、お外出たら普通に降ってた😇 今日もゆるゆる頑張るぞー💪";0;2;0;8;ja;1424929556;1640501382758424576;0920Rabbit;https://twitter.com/0920Rabbit/status/1640501382758424576
Mon Mar 27 23:49:31 +0000 2023;1640501334058336258;"を示唆、ちょっと待って、やめないで‼️となったところで、中丸くん、iPhoneの暗証番号がわからなくなりスペース終了出来ず緊急事態発生と始まり、しまいにリスナー相手に 切ってください‼️ と指示、挙句3回目のパスワードも盛大に間違える。 そんなこんなで電源オフしたのか終了し、日本のトレンド入り";0;0;1;38;ja;1356913335900409856;1640501331961188352;sarazara_u;https://twitter.com/sarazara_u/status/1640501334058336258
Mon Mar 27 23:49:30 +0000 2023;1640501330790711296;"@aniiitaaa91 Amiga, yo cambié una vez de iphone al android y casi morí, volví a la manzana ql cara jaja";0;1;0;0;es;1331224785842561031;1640165519402606593;SucioTia;https://twitter.com/SucioTia/status/1640501330790711296
Mon Mar 27 23:49:29 +0000 2023;1640501323341922304;"@bravobeacukai @Dina_Kita1705 @PartaiSocmed @beacukaiRI Yang dijawab bukan pertanyaan TS masalah Iphone itu. 😂😂";0;0;0;0;in;69219380;1635204502474334208;Xfaxtor_ID;https://twitter.com/Xfaxtor_ID/status/1640501323341922304
Mon Mar 27 23:49:27 +0000 2023;1640501317142728704;"パスポートの更新がオンラインで可能(3/27から)とのことで昨日からトライするものの、全然うまくいかず。 iPhoneからやってるんだけど、顔写真のアップをする場面で毎回エラー。マイナポータルのアプリが不具合をしている？みたいなんだけど、記載された対処法を試すもうまくいかず悩み中。";0;1;0;5;ja;929265133850730496;1640501317142728704;paiku_blog;https://twitter.com/paiku_blog/status/1640501317142728704
Mon Mar 27 23:49:22 +0000 2023;1640501296309346304;"@ShemekaMichelle I donated my 500+ tape library to the public library once my children were grown &amp  started building a music collection. I have 17,000 songs on my IPhone to avoid commercial radio &amp  streaming services. When CSN pulled their music, I could still listen because I owned the content.";0;0;0;0;en;533254169;1640498209041653764;LockeCommon;https://twitter.com/LockeCommon/status/1640501296309346304
Mon Mar 27 23:49:22 +0000 2023;1640501293411123204;"Se subió una al colectivo con el iphone colgando de una correa como si fuera una cartera ???? La persona con menos ganas de que le roben";0;0;0;0;es;188429875;1640501293411123204;cherryssandwine;https://twitter.com/cherryssandwine/status/1640501293411123204
Mon Mar 27 23:49:13 +0000 2023;1640501256258215936;"iPhoneを使っているとわかる  これのウザさ。  #分かる人RT https://t.co/8B16lLf1RV";0;0;0;0;ja;2305938092;1640501256258215936;seladadoqari;https://twitter.com/seladadoqari/status/1640501256258215936
Mon Mar 27 23:49:12 +0000 2023;1640501251623510016;"@chanruu_rmk 何時も投稿されたお写真から良い香りが漂うのは私だけでしょうか？ それともiPhoneの機能？";0;0;0;1;ja;1537231716443910144;1640496075306827776;Fill_your_heart;https://twitter.com/Fill_your_heart/status/1640501251623510016
Mon Mar 27 23:49:11 +0000 2023;1640501249232584704;"@garyh31887083 @LisaYidetteWHL @JuliaDixon1949 Look in the mirror, there are slimy slugs out there, who, rather than move on from a joke they don't find funny and get on with their life, will bully someone they don't know from behind the safety of their iPhone.  It's even funnier they don't see the irony in acting even worse.";0;0;0;1;en;1264232158966792193;1640414562565406722;HarlowYvesAdele;https://twitter.com/HarlowYvesAdele/status/1640501249232584704
Mon Mar 27 23:49:10 +0000 2023;1640501245264687105;"Smartphone Apple iPhone 12 Purple 256 GB 6,1″ https://t.co/om8Q5BcnP2";0;0;0;0;en;760390479779422208;1640501245264687105;guncelkalnet;https://twitter.com/guncelkalnet/status/1640501245264687105
Mon Mar 27 23:49:07 +0000 2023;1640501231700279298;"iPhoneの調子悪い？😇";0;0;0;0;ja;1407654569694302210;1640501231700279298;pandada2525;https://twitter.com/pandada2525/status/1640501231700279298
Mon Mar 27 23:49:06 +0000 2023;1640501227279491073;"@autoestimaposts ar condicionado, iphone e a tomada";0;1;0;0;es;1354267239705432065;1640362665120768001;npanna_;https://twitter.com/npanna_/status/1640501227279491073
Mon Mar 27 23:49:05 +0000 2023;1640501225618546688;"NEW IPHONE UODATE IS OUT?!";0;1;0;1;en;1357859259577466880;1640501225618546688;foolishsgirl;https://twitter.com/foolishsgirl/status/1640501225618546688
